City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,shubarshi,48.5872,57.1869,5.9,48,0,3.4,KZ,1727315828
284,puerto aysen,-45.4,-72.7,3.6,99,97,2.63,CL,1727315783
285,san andres,12.5847,-81.7006,28.01,83,20,2.06,CO,1727315830
286,taksimo,56.3444,114.8794,7.95,72,100,1.22,RU,1727315831
287,omdurman,15.6445,32.4777,34.15,29,52,4.0,SD,1727315832
288,nova sintra,14.8667,-24.7167,26.76,85,100,2.55,CV,1727315833
289,kuta,-8.7233,115.1723,29.97,79,40,3.6,ID,1727315835
290,kyshtovka,56.555,76.6271,-0.46,82,24,4.47,RU,1727315836
291,belmonte,-15.8631,-38.8828,22.42,75,0,3.12,BR,1727315837
292,umba,66.6871,34.3429,10.89,90,60,6.66,RU,1727315838
293,shuangjiang,26.1547,109.7138,26.63,66,13,1.01,CN,1727315840
294,wierden,52.35,6.5833,14.5,84,100,5.73,NL,1727315841
295,ete,7.05,7.45,21.74,97,74,1.63,NG,1727315842
296,hjo,58.3013,14.2878,8.9,90,2,5.15,SE,1727315843
297,badger,64.8,-147.5333,8.14,81,75,1.54,US,1727315844
298,pacasmayo,-7.4006,-79.5714,16.42,91,72,5.02,PE,1727315845
299,segou,13.4317,-6.2157,23.97,82,100,1.47,ML,1727315846
300,pontes e lacerda,-15.2261,-59.3353,28.99,30,78,1.05,BR,1727315848
301,mukalla,14.5425,49.1242,26.86,86,80,0.68,YE,1727315849
302,xifeng,42.7372,124.7222,17.31,65,0,2.56,CN,1727315850
303,tura,25.5198,90.2201,22.23,99,100,1.28,IN,1727315851
304,ende,-8.8432,121.6623,30.69,56,62,2.62,ID,1727315852
305,howrah,22.5892,88.3103,26.0,94,100,2.57,IN,1727315853
306,roccella ionica,38.322,16.4009,22.55,58,4,3.4,IT,1727315854
307,newman,37.3138,-121.0208,27.24,43,0,0.89,US,1727315855
308,montesilvano marina,42.5167,14.15,19.04,68,0,4.12,IT,1727315856
309,barcelos,41.5388,-8.6151,18.86,98,100,8.47,PT,1727315857
310,itoman,26.1247,127.6694,31.01,74,75,7.72,JP,1727315858
311,obock,12.25,43.0833,26.59,66,98,3.07,DJ,1727315859
312,hastings,50.8552,0.5729,13.86,88,99,7.07,GB,1727315860
313,alice springs,-23.7,133.8833,21.75,46,0,6.17,AU,1727315861
314,lebu,-37.6167,-73.65,7.06,83,100,5.91,CL,1727315863
315,nizhniy kuranakh,58.8353,125.4869,13.51,61,41,5.11,RU,1727315864
316,ubari,26.5921,12.7805,28.56,37,21,7.03,LY,1727315865
317,gunjur,13.2019,-16.7339,25.07,88,100,1.44,GM,1727315868
318,usogorsk,63.4106,48.6872,9.08,80,63,3.61,RU,1727315869
319,nuuk,64.1835,-51.7216,6.63,64,0,3.29,GL,1727315870
320,manturovo,58.3353,44.7619,10.01,49,3,3.27,RU,1727315871
321,zharkent,44.1628,80.0,17.5,50,80,0.84,KZ,1727315872
322,aykhal,66.0,111.5,1.83,80,74,6.4,RU,1727315874
323,shingu,33.7333,135.9833,25.07,84,84,3.3,JP,1727315875
324,kavieng,-2.5744,150.7967,29.33,70,97,2.1,PG,1727315876
325,ibiza,38.9088,1.433,23.85,84,0,4.12,ES,1727315877
326,nogliki,51.8333,143.1667,15.22,72,100,0.62,RU,1727315878
327,xiaoshi,41.2971,124.1209,18.8,58,5,1.71,CN,1727315879
328,weno,7.4515,151.8468,28.35,74,10,1.68,FM,1727315880
329,hami,42.8,93.45,24.37,20,82,0.35,CN,1727315881
330,yanam,16.7333,82.2167,26.36,91,100,1.66,IN,1727315882
331,vozhega,60.4725,40.2213,13.02,68,100,3.93,RU,1727315883
332,taltal,-25.4,-70.4833,15.53,73,0,3.03,CL,1727315884
333,uacu cungo,-11.3634,15.1208,17.94,84,20,0.41,AO,1727315885
334,saint-pierre,-21.3393,55.4781,18.82,68,0,2.57,RE,1727315886
335,lincoln city,44.9582,-124.0179,15.2,98,49,2.16,US,1727315887
336,kerikeri,-35.2268,173.9474,20.53,40,70,1.85,NZ,1727315889
337,sturgis,41.7992,-85.4192,18.01,79,20,1.54,US,1727315731
338,markaz-e hukumat-e darweshan,31.1323,64.1934,24.58,15,0,3.8,AF,1727315892
339,al mishkhab,31.8042,44.4911,29.06,31,0,4.93,IQ,1727315893
340,labasa,-16.4167,179.3833,26.7,60,82,4.42,FJ,1727315894
341,al burayqah,30.4062,19.5739,25.71,73,56,6.79,LY,1727315895
342,kerteminde,55.449,10.6577,13.68,86,100,3.48,DK,1727315896
343,waingapu,-9.6567,120.2641,30.16,61,95,4.62,ID,1727315897
344,fort bragg,35.139,-79.006,25.75,86,100,0.45,US,1727315898
345,asmar,35.0333,71.3581,20.04,72,59,1.01,AF,1727315900
346,inirida,3.8653,-67.9239,23.49,94,100,0.87,CO,1727315901
347,manhattan,40.7834,-73.9662,18.34,81,100,4.63,US,1727315794
348,machico,32.7,-16.7667,23.73,82,20,1.54,PT,1727315904
349,viedma,-40.8135,-62.9967,5.75,38,0,2.95,AR,1727315905
350,darwin,-12.4611,130.8418,32.75,51,40,4.63,AU,1727315632
351,senador jose porfirio,-2.5908,-51.9542,26.96,70,16,1.51,BR,1727315907
352,bridlington,54.0831,-0.1919,13.34,92,100,4.92,GB,1727315908
353,richards bay,-28.783,32.0377,19.41,84,1,4.96,ZA,1727315909
354,colby,39.3958,-101.0524,22.83,44,0,4.47,US,1727315910
355,juruti,-2.1522,-56.0922,27.71,59,7,1.54,BR,1727315911
356,znamenka,52.4167,41.4311,7.81,34,5,3.43,RU,1727315912
357,mirny,62.5353,113.9611,4.52,71,100,3.29,RU,1727315913
358,dudinka,69.4058,86.1778,2.06,86,100,3.14,RU,1727315915
359,vilyuchinsk,52.9306,158.4028,18.15,68,100,6.45,RU,1727315916
360,lautoka,-17.6167,177.4667,27.92,54,40,3.09,FJ,1727315917
361,irymple,-34.25,142.1667,15.05,44,0,0.89,AU,1727315918
362,atafu village,-8.5421,-172.5159,28.31,73,40,3.38,TK,1727315919
363,guangming,45.3333,122.7833,19.71,47,57,3.12,CN,1727315920
364,chebba,35.2372,11.115,25.86,76,2,4.16,TN,1727315922
365,nuku'alofa,-21.1333,-175.2,24.19,73,20,6.69,TO,1727315923
366,las tablas,7.7667,-80.2833,25.65,99,100,0.24,PA,1727315924
367,guiratinga,-16.3494,-53.7583,27.63,28,15,1.65,BR,1727315925
368,rio claro,-22.4114,-47.5614,25.29,27,0,2.71,BR,1727315926
369,luganville,-15.5333,167.1667,26.18,79,36,6.4,VU,1727315927
370,san miguel,13.4833,-88.1833,22.84,99,100,0.96,SV,1727315928
371,dokkum,53.3222,5.997,14.0,93,75,4.12,NL,1727315929
372,staraya stanitsa,48.35,40.2833,12.02,38,0,3.02,RU,1727315930
373,sisimiut,66.9395,-53.6735,5.98,73,15,2.06,GL,1727315931
374,khash,28.2211,61.2158,22.4,17,55,1.15,IR,1727315933
375,kiomboi,-4.2667,34.3667,16.64,60,44,2.02,TZ,1727315935
376,hotan,37.0997,79.9269,22.73,24,0,2.31,CN,1727315936
377,ust'-ordynskiy,52.805,104.7508,6.45,78,100,2.34,RU,1727315937
378,kununurra,-15.7667,128.7333,31.99,48,100,2.57,AU,1727315938
379,iskateley,67.6803,53.1512,5.25,93,100,6.07,RU,1727315939
380,port isabel,26.0734,-97.2086,28.02,78,0,2.06,US,1727315940
381,oyama,36.3,139.8,27.56,62,57,1.63,JP,1727315941
382,papao,-17.75,-149.55,26.82,81,29,4.81,PF,1727315942
383,dryden,49.7833,-92.7503,18.16,68,0,1.03,CA,1727315943
384,glace bay,46.1969,-59.957,13.32,87,100,3.6,CA,1727315944
385,kulhudhuffushi,6.6221,73.07,28.01,78,100,7.73,MV,1727315945
386,muli,2.9167,73.5667,28.13,77,100,9.79,MV,1727315946
387,celendin,-6.8703,-78.1517,13.85,71,58,1.31,PE,1727315947
388,luderitz,-26.6481,15.1594,14.3,56,93,4.86,NA,1727315948
389,port macquarie,-31.4333,152.9167,18.37,92,100,1.79,AU,1727315950
390,corumba,-19.0092,-57.6533,33.05,18,100,1.55,BR,1727315951
391,trinity beach,-16.7888,145.6968,28.36,65,75,4.12,AU,1727315952
392,kabalo,-6.05,26.9167,25.15,42,66,1.74,CD,1727315953
393,leava,-14.3,-178.1667,26.15,75,50,10.86,WF,1727315954
394,lae,-6.7221,146.9847,27.03,68,97,1.85,PG,1727315955
395,la reforma,25.0833,-108.05,28.56,74,10,3.16,MX,1727315956
396,lata,40.1629,-8.3327,18.76,87,100,5.74,PT,1727315958
397,at taj,24.2049,23.2857,26.05,39,30,1.74,LY,1727315959
398,mikuni,36.2171,136.1519,24.96,71,44,2.48,JP,1727315960
399,tadine,-21.55,167.8833,24.64,57,16,5.62,NC,1727315961
400,penzance,50.1186,-5.5371,14.38,88,5,11.58,GB,1727315962
401,fort st. john,56.2499,-120.8529,12.94,44,75,4.63,CA,1727315963
402,trapani,37.8333,12.6667,21.3,88,20,1.54,IT,1727315965
403,singkawang,0.9,109.0,29.24,67,98,2.2,ID,1727315966
404,peace river,56.2501,-117.286,16.17,51,100,6.17,CA,1727315967
405,osakarovka,50.565,72.5692,2.84,71,7,1.8,KZ,1727315968
406,harper,4.375,-7.7169,24.25,89,67,1.86,LR,1727315969
407,portsmouth,50.799,-1.0913,15.0,75,100,2.24,GB,1727315913
408,cidreira,-30.1811,-50.2056,18.07,96,99,1.83,BR,1727315971
409,labrador city,52.9463,-66.9114,8.99,77,75,4.92,CA,1727315972
410,malango,-2.9627,119.9001,24.94,78,100,1.52,ID,1727315973
411,mawlamyinegyunn,16.3833,95.2667,27.48,84,49,1.54,MM,1727315975
412,gamay,12.3854,125.2979,30.78,67,84,1.64,PH,1727315976
413,kourou,5.1552,-52.6478,26.43,79,16,3.14,GF,1727315977
414,lethem,3.3803,-59.7968,26.99,68,73,2.03,GY,1727315978
415,ar rutbah,33.0381,40.2848,23.31,41,0,1.88,IQ,1727315979
416,gomez palacio,25.5667,-103.5,29.37,37,100,9.94,MX,1727315980
417,albina,5.5,-54.05,24.12,92,7,1.28,SR,1727315981
418,plettenberg bay,-34.0527,23.3716,13.38,89,100,6.69,ZA,1727315982
419,gebeit,21.0667,36.3167,26.51,34,41,1.97,SD,1727315983
420,saveh,35.0213,50.3566,20.21,49,0,1.93,IR,1727315984
421,kaluga,54.5,35.5,12.58,27,100,5.2,RU,1727315985
422,mount isa,-20.7333,139.5,27.87,54,20,5.14,AU,1727315986
423,necochea,-38.5473,-58.7368,9.86,75,100,3.27,AR,1727315929
424,boulsa,12.6675,-0.5758,26.48,75,2,3.62,BF,1727315988
425,zhosaly,45.4878,64.0781,11.48,31,55,8.23,KZ,1727315989
426,kapa'a,22.0752,-159.319,26.93,71,100,2.68,US,1727315990
427,st. john's,47.5649,-52.7093,11.1,92,100,5.14,CA,1727315992
428,mahina,-17.5065,-149.489,26.87,78,75,5.66,PF,1727315993
429,kenai,60.5544,-151.2583,10.08,87,75,4.12,US,1727315994
430,troitskaya,43.3056,44.9789,15.39,95,100,2.91,RU,1727315995
431,bonthe,7.5264,-12.505,23.44,93,100,1.23,SL,1727315996
432,salalah,17.0151,54.0924,25.18,85,94,2.49,OM,1727315997
433,knyaze-volkonskoye,48.4642,135.4567,15.19,72,79,4.56,RU,1727315998
434,keflavik,64.0049,-22.5624,3.24,81,0,2.06,IS,1727315999
435,adam,22.3756,57.5233,27.41,58,100,1.79,OM,1727316000
436,aur,8.1499,171.1687,28.58,72,15,2.1,MH,1727316002
437,mooresville,35.5849,-80.8101,23.32,93,100,3.72,US,1727316003
438,tanjung pandan,-2.75,107.65,29.41,67,76,1.63,ID,1727316004
439,boyolangu,-8.1181,111.8935,29.1,64,86,2.47,ID,1727316005
440,gornopravdinsk,60.05,69.9,-0.92,88,15,3.57,RU,1727316007
441,casiguran,12.8736,124.0097,31.09,70,85,0.86,PH,1727316008
442,bandarbeyla,9.4942,50.8122,24.56,80,78,10.03,SO,1727316009
443,filadelfia,39.9523,-75.1638,19.75,92,100,2.57,US,1727315930
444,conduaga,8.862,117.4893,30.24,64,25,2.15,PH,1727316011
445,chibuto,-24.6867,33.5306,19.6,68,73,3.41,MZ,1727316012
446,muynoq,43.7683,59.0214,14.73,47,5,8.34,UZ,1727316013
447,mammoth lakes,37.6485,-118.9721,18.4,35,0,3.09,US,1727316015
448,faya-largeau,17.9257,19.1043,32.81,21,0,5.45,TD,1727316016
449,saint-philippe,-21.3585,55.7679,21.52,82,36,4.71,RE,1727316017
450,challapata,-18.9,-66.7667,12.74,23,97,4.87,BO,1727316018
451,calca,-13.3333,-71.95,15.64,70,70,1.96,PE,1727316019
452,orcopampa,-15.2661,-72.3417,9.16,43,73,2.36,PE,1727316020
453,onega,63.9061,38.1404,13.71,81,56,6.12,RU,1727316021
454,broken hill,-31.95,141.4333,13.98,30,0,11.11,AU,1727316022
455,roma,43.2128,-75.4557,14.81,94,100,3.09,US,1727316023
456,thunder bay,48.4001,-89.3168,15.99,82,20,1.03,CA,1727315829
457,port-gentil,-0.7193,8.7815,24.77,87,99,4.84,GA,1727316025
458,ta`u,-14.2336,-169.5144,26.99,73,96,3.08,AS,1727316026
459,skelleftea,64.7507,20.9528,12.22,100,40,5.14,SE,1727316027
460,torrington,41.8007,-73.1212,15.19,95,100,2.02,US,1727315819
461,tazovsky,67.4667,78.7,0.56,94,100,7.89,RU,1727316029
462,am timan,11.0297,20.2827,22.37,92,42,1.62,TD,1727315971
463,springbok,-29.6643,17.8865,5.41,85,96,0.71,ZA,1727316031
464,puerto pilon,9.3644,-79.7933,25.95,87,100,2.92,PA,1727316032
465,kazerun,29.6195,51.6541,25.84,16,0,1.06,IR,1727316034
466,westport,41.1415,-73.3579,18.22,80,75,4.63,US,1727315861
467,chui,-33.6971,-53.4616,15.26,97,100,6.14,UY,1727316036
468,kaa-khem,51.6833,94.7333,5.78,53,2,0.33,RU,1727316037
469,baiquan,47.5833,126.0833,16.91,52,8,1.35,CN,1727316038
470,masterton,-40.9597,175.6575,14.57,63,69,6.51,NZ,1727316039
471,kaoma,-14.7833,24.8,16.09,38,6,2.61,ZM,1727316040
472,port hueneme,34.1478,-119.1951,19.03,83,0,5.14,US,1727316041
473,dadukou,26.5479,101.7054,21.75,87,100,1.14,CN,1727316043
474,pangody,65.85,74.4859,-0.79,92,95,9.26,RU,1727316044
475,guerrero negro,27.9769,-114.0611,19.0,86,2,7.91,MX,1727316004
476,tobruk,32.0836,23.9764,24.67,74,0,3.73,LY,1727316047
477,yemva,62.59,50.8594,8.79,76,100,3.84,RU,1727316048
478,turkmenbasy,40.0222,52.9552,17.43,51,0,3.6,TM,1727316049
479,kuqa,41.7278,82.9364,23.82,28,95,0.75,CN,1727316050
480,aken,50.7766,6.0834,14.98,87,100,2.68,DE,1727316051
481,erenhot,43.6475,111.9767,14.58,55,24,4.3,CN,1727316052
482,kassala,15.451,36.4,28.07,69,57,3.72,SD,1727316053
483,olinda,-8.0089,-34.8553,25.85,69,40,5.66,BR,1727315941
484,biltine,14.5333,20.9167,28.42,40,7,2.98,TD,1727316055
485,urengoy,65.9667,78.3667,0.72,97,100,6.6,RU,1727315762
486,tuscaloosa,33.2098,-87.5692,21.88,75,0,2.57,US,1727315910
487,talcahuano,-36.7167,-73.1167,10.82,71,0,3.6,CL,1727315980
488,san antonio de pale,-1.4014,5.6325,24.92,83,76,5.0,GQ,1727316037
489,la ronge,55.1001,-105.2842,23.14,49,20,5.66,CA,1727316062
490,novodvinsk,64.4165,40.8122,12.86,64,99,5.11,RU,1727316063
491,jackson,42.4165,-122.8345,22.62,48,75,1.79,US,1727315969
492,korla,41.7597,86.1469,22.67,32,9,2.83,CN,1727316065
493,hammerfest,70.6634,23.6821,5.25,93,75,1.03,NO,1727316066
494,hampton bays,40.869,-72.5176,18.02,90,100,6.71,US,1727316067
495,el calafate,-50.3408,-72.2768,3.76,76,36,7.4,AR,1727315837
496,swan hill,-35.3378,143.5544,17.25,24,0,8.39,AU,1727316069
497,acarau,-2.8856,-40.12,25.19,79,40,6.26,BR,1727316016
498,corner brook,48.9667,-57.9484,6.91,94,48,1.26,CA,1727316072
499,katsuren-haebaru,26.3369,127.8719,31.01,75,100,5.14,JP,1727316073
500,touros,-5.1989,-35.4608,24.58,74,6,7.66,BR,1727316074
501,lospalos,-8.5186,127.0025,29.67,50,21,4.55,TL,1727316075
502,lexington park,38.2668,-76.4538,22.59,92,100,4.12,US,1727316076
503,porangatu,-13.4408,-49.1486,29.32,25,66,1.41,BR,1727316017
504,balsas,-7.5325,-46.0356,27.95,45,100,1.56,BR,1727316078
505,najran,17.4924,44.1277,22.82,27,100,1.15,SA,1727316079
506,taoudenni,22.6783,-3.9836,33.86,25,0,4.74,ML,1727316080
507,al khums,32.6486,14.2619,24.35,72,0,3.07,LY,1727316081
508,namibe,-15.1961,12.1522,19.12,93,94,2.22,AO,1727316082
509,bosobolo,4.1833,19.9,21.38,97,94,0.52,CD,1727316083
510,mairena del alcor,37.373,-5.7495,21.66,92,100,3.09,ES,1727316084
511,puerto baquerizo moreno,-0.9,-89.6,19.86,87,65,4.44,EC,1727316086
512,lerwick,60.1545,-1.1494,7.08,76,47,3.21,GB,1727316087
513,juan griego,11.0817,-63.9655,29.07,84,94,4.12,VE,1727316088
514,cachoeiro de itapemirim,-20.8489,-41.1128,21.28,80,0,1.57,BR,1727315834
515,zuunmod,47.7069,106.9528,12.57,56,98,3.42,MN,1727316091
516,gargalianoi,37.0667,21.6333,20.79,82,11,5.47,GR,1727316092
517,oamaru,-45.0784,170.9801,9.65,85,99,11.37,NZ,1727316093
518,alpena,45.0617,-83.4327,13.95,94,0,0.89,US,1727316094
519,la paz,-16.5,-68.15,10.99,66,20,3.09,BO,1727315936
520,kilembe,0.2,30.0,15.94,87,99,2.02,UG,1727316096
521,kapuskasing,49.4169,-82.4331,12.05,100,40,2.06,CA,1727316062
522,fergus falls,46.283,-96.0776,18.42,82,0,3.09,US,1727316098
523,kayes,14.0,-11.0,22.67,95,95,2.43,ML,1727316099
524,tobelo,1.7284,128.0095,29.34,71,100,2.21,ID,1727316100
525,brookings,44.3114,-96.7984,20.0,60,0,1.54,US,1727316101
526,rota,36.6224,-6.3586,22.05,100,75,5.14,ES,1727316102
527,bassar,9.25,0.7833,21.54,94,92,1.39,TG,1727316103
528,tuy hoa,13.0833,109.3,29.59,70,93,2.13,VN,1727316105
529,mar del plata,-38.0023,-57.5575,13.01,72,0,4.02,AR,1727315674
530,campos novos,-27.4017,-51.225,19.06,64,4,1.32,BR,1727316107
531,muscat,23.6139,58.5922,28.96,68,55,1.64,OM,1727316002
532,sao gabriel da cachoeira,-0.1303,-67.0892,22.88,99,97,1.68,BR,1727316109
533,lompoc,34.6391,-120.4579,18.16,71,0,3.6,US,1727316110
534,sept-iles,50.2001,-66.3821,11.0,90,100,3.6,CA,1727316111
535,dalandzadgad,43.5708,104.425,17.81,34,7,6.77,MN,1727316112
536,mandalgovi,45.7625,106.2708,13.6,42,100,4.53,MN,1727316113
537,laojunmiao,39.8333,97.7333,20.32,25,40,2.55,CN,1727316114
538,sadovoye,47.7764,44.5089,11.76,40,0,3.6,RU,1727316116
539,beinamar,8.6698,15.3813,21.19,95,100,0.97,TD,1727316117
540,bowie,33.4501,-94.4335,20.68,86,0,1.67,US,1727316118
541,oranjemund,-28.55,16.4333,12.52,70,97,2.02,NA,1727316119
542,gisborne,-38.6533,178.0042,15.8,57,68,2.45,NZ,1727316120
543,zlotoryja,51.1264,15.9198,15.41,93,100,2.65,PL,1727315932
544,al artawiyah,26.5053,45.3444,25.18,31,0,2.84,SA,1727316122
545,isangel,-19.55,169.2667,27.06,65,75,5.66,VU,1727316123
546,lodja,-3.4833,23.4333,20.43,85,100,0.69,CD,1727316124
547,banes,20.9625,-75.7186,26.69,88,100,1.72,CU,1727316044
548,humaita,-7.5061,-63.0208,29.45,41,94,0.34,BR,1727316126
549,palu,-0.8917,119.8707,29.77,76,100,0.77,ID,1727316127
550,nieuw amsterdam,5.8833,-55.0833,26.79,80,80,4.64,SR,1727316128
551,roven'ky,48.0833,39.3776,11.55,50,0,3.48,UA,1727316129
552,mandiana,10.6333,-8.6833,21.35,98,100,1.76,GN,1727316130
553,tinajo,29.0788,-13.7081,20.49,83,0,3.6,ES,1727316131
554,velikiye luki,56.34,30.5452,13.96,88,69,3.91,RU,1727316132
555,varzea da palma,-17.5981,-44.7308,24.29,33,0,0.68,BR,1727316133
556,kargil,34.5667,76.1,8.52,52,1,3.31,IN,1727316135
557,trabzon,40.9167,39.8333,17.05,73,40,3.6,TR,1727316130
558,wanlaweyn,2.6185,44.8938,23.61,85,58,4.3,SO,1727316137
559,rio grande,-32.035,-52.0986,17.91,99,100,4.36,BR,1727316092
560,san vicente,-26.6167,-54.1333,26.91,35,100,1.18,AR,1727315949
561,leh,34.1667,77.5833,10.88,50,0,2.35,IN,1727316140
562,oum hadjer,13.2954,19.6966,27.0,67,15,3.14,TD,1727316141
563,grand baie,-20.0182,57.5802,20.81,83,76,0.89,MU,1727316142
564,bridgewater,44.3835,-64.5155,14.23,94,100,1.31,CA,1727316143
565,dhidhdhoo,6.8833,73.1,28.19,78,100,7.83,MV,1727316144
566,wajir,1.7471,40.0573,23.13,75,93,5.78,KE,1727316145
567,carbonear,47.7332,-53.2148,10.13,91,100,4.68,CA,1727316146
568,haiku-pauwela,20.9219,-156.3051,27.36,73,99,11.62,US,1727316147
